0 verbose cli /usr/local/bin/node /usr/local/bin/npm
1 info using npm@9.8.1
2 info using node@v19.9.0
3 timing npm:load:whichnode Completed in 82ms
4 timing config:load:defaults Completed in 2ms
5 timing config:load:file:/usr/local/lib/node_modules/npm/npmrc Completed in 1ms
6 timing config:load:builtin Completed in 1ms
7 timing config:load:cli Completed in 4ms
8 timing config:load:env Completed in 0ms
9 timing config:load:project Completed in 9ms
10 timing config:load:file:/home/container/.npmrc Completed in 0ms
11 timing config:load:user Completed in 0ms
12 timing config:load:file:/usr/local/etc/npmrc Completed in 2ms
13 timing config:load:global Completed in 2ms
14 timing config:load:setEnvs Completed in 1ms
15 timing config:load Completed in 20ms
16 timing npm:load:configload Completed in 21ms
17 timing config:load:flatten Completed in 12ms
18 timing npm:load:mkdirpcache Completed in 0ms
19 timing npm:load:mkdirplogs Completed in 0ms
20 verbose title npm install
21 verbose argv "install"
22 timing npm:load:setTitle Completed in 1ms
23 timing npm:load:display Completed in 1ms
24 verbose logfile logs-max:10 dir:/home/container/.npm/_logs/2024-04-02T22_41_36_883Z-
25 verbose logfile /home/container/.npm/_logs/2024-04-02T22_41_36_883Z-debug-0.log
26 timing npm:load:logFile Completed in 51ms
27 timing npm:load:timers Completed in 0ms
28 timing npm:load:configScope Completed in 0ms
29 timing npm:load Completed in 275ms
30 timing arborist:ctor Completed in 1ms
31 silly logfile done cleaning log files
32 timing idealTree:init Completed in 886ms
33 timing idealTree:userRequests Completed in 0ms
34 silly idealTree buildDeps
35 timing idealTree:#root Completed in 5ms
36 timing idealTree:buildDeps Completed in 9ms
37 timing idealTree:fixDepFlags Completed in 0ms
38 timing idealTree Completed in 907ms
39 timing reify:loadTrees Completed in 948ms
40 timing reify:diffTrees Completed in 11ms
41 silly reify moves {}
42 timing reify:retireShallow Completed in 2ms
43 timing reify:createSparse Completed in 108ms
44 timing reify:loadBundles Completed in 0ms
45 silly audit bulk request {
45 silly audit   '@aero/centra': [ '1.0.8' ],
57 silly reify mark deleted [ '/home/container/node_modules/@napi-rs/canvas-darwin-arm64' ]
58 verbose reify failed optional dependency /home/container/node_modules/@napi-rs/canvas-android-arm64
59 silly reify mark deleted [ '/home/container/node_modules/@napi-rs/canvas-android-arm64' ]
60 timing reifyNode:node_modules/@napi-rs/canvas-win32-x64-msvc Completed in 220ms
61 timing reifyNode:node_modules/@napi-rs/canvas-linux-arm64-musl Completed in 220ms
62 timing reifyNode:node_modules/@napi-rs/canvas-linux-arm64-gnu Completed in 220ms
63 timing reifyNode:node_modules/@napi-rs/canvas-linux-arm-gnueabihf Completed in 220ms
64 timing reifyNode:node_modules/@napi-rs/canvas-darwin-x64 Completed in 220ms
65 timing reifyNode:node_modules/@napi-rs/canvas-darwin-arm64 Completed in 220ms
66 timing reifyNode:node_modules/@napi-rs/canvas-android-arm64 Completed in 220ms
67 silly tarball no local data for ytdl-core@https://registry.npmjs.org/ytdl-core/-/ytdl-core-4.11.5.tgz. Extracting by manifest.
68 silly tarball no local data for youtube-sr@https://registry.npmjs.org/youtube-sr/-/youtube-sr-4.3.10.tgz. Extracting by manifest.
69 silly tarball no local data for yallist@https://registry.npmjs.org/yallist/-/yallist-4.0.0.tgz. Extracting by manifest.
70 silly tarball no local data for xmlbuilder@https://registry.npmjs.org/xmlbuilder/-/xmlbuilder-11.0.1.tgz. Extracting by manifest.
71 silly tarball no local data for xml2js@https://registry.npmjs.org/xml2js/-/xml2js-0.5.0.tgz. Extracting by manifest.
72 silly tarball no local data for ws@https://registry.npmjs.org/ws/-/ws-7.5.9.tgz. Extracting by manifest.
73 silly tarball no local data for write-file-atomic@https://registry.npmjs.org/write-file-atomic/-/write-file-atomic-5.0.1.tgz. Extracting by manifest.
74 silly tarball no local data for wrappy@https://registry.npmjs.org/wrappy/-/wrappy-1.0.2.tgz. Extracting by manifest.
75 silly tarball no local data for which@https://registry.npmjs.org/which/-/which-2.0.2.tgz. Extracting by manifest.
76 silly tarball no local data for whatwg-url@https://registry.npmjs.org/whatwg-url/-/whatwg-url-5.0.0.tgz. Extracting by manifest.
77 silly tarball no local data for webidl-conversions@https://registry.npmjs.org/webidl-conversions/-/webidl-conversions-3.0.1.tgz. Extracting by manifest.
78 silly tarball no local data for web-streams-polyfill@https://registry.npmjs.org/web-streams-polyfill/-/web-streams-polyfill-3.3.3.tgz. Extracting by manifest.
79 silly tarball no local data for url-parse-lax@https://registry.npmjs.org/url-parse-lax/-/url-parse-lax-1.0.0.tgz. Extracting by manifest.
80 silly tarball no local data for unzip-response@https://registry.npmjs.org/unzip-response/-/unzip-response-2.0.1.tgz. Extracting by manifest.
81 silly tarball no local data for unique-random-array@https://registry.npmjs.org/unique-random-array/-/unique-random-array-1.0.1.tgz. Extracting by manifest.
82 silly tarball no local data for unique-random@https://registry.npmjs.org/unique-random/-/unique-random-1.0.0.tgz. Extracting by manifest.
83 silly tarball no local data for undici-types@https://registry.npmjs.org/undici-types/-/undici-types-5.26.5.tgz. Extracting by manifest.
84 silly tarball no local data for typed-function@https://registry.npmjs.org/typed-function/-/typed-function-4.1.1.tgz. Extracting by manifest.
85 silly tarball no local data for type@https://registry.npmjs.org/type/-/type-2.7.2.tgz. Extracting by manifest.
86 silly tarball no local data for tweetnacl@https://registry.npmjs.org/tweetnacl/-/tweetnacl-1.0.3.tgz. Extracting by manifest.
87 silly tarball no local data for tslib@https://registry.npmjs.org/tslib/-/tslib-2.6.2.tgz. Extracting by manifest.
88 silly tarball no local data for ts-mixer@https://registry.npmjs.org/ts-mixer/-/ts-mixer-6.0.4.tgz. Extracting by manifest.
89 silly tarball no local data for tr46@https://registry.npmjs.org/tr46/-/tr46-0.0.3.tgz. Extracting by manifest.
90 silly tarball no local data for tiny-emitter@https://registry.npmjs.org/tiny-emitter/-/tiny-emitter-2.1.0.tgz. Extracting by manifest.
91 silly tarball no local data for timed-out@https://registry.npmjs.org/timed-out/-/timed-out-4.0.1.tgz. Extracting by manifest.
92 silly tarball no local data for superagent@https://registry.npmjs.org/superagent/-/superagent-8.1.2.tgz. Extracting by manifest.
93 silly tarball no local data for strip-bom@https://registry.npmjs.org/strip-bom/-/strip-bom-2.0.0.tgz. Extracting by manifest.
94 silly tarball no local data for timers-ext@https://registry.npmjs.org/timers-ext/-/timers-ext-0.1.7.tgz. Extracting by manifest.
95 silly tarball no local data for spotify-url-info@https://registry.npmjs.org/spotify-url-info/-/spotify-url-info-2.2.9.tgz. Extracting by manifest.
96 silly tarball no local data for spotify-uri@https://registry.npmjs.org/spotify-uri/-/spotify-uri-2.2.2.tgz. Extracting by manifest.
97 silly tarball no local data for soundcloud-scraper@https://registry.npmjs.org/soundcloud-scraper/-/soundcloud-scraper-5.0.3.tgz. Extracting by manifest.
98 silly tarball no local data for snakecord@https://registry.npmjs.org/snakecord/-/snakecord-1.0.9.tgz. Extracting by manifest.
99 silly tarball no local data for signal-exit@https://registry.npmjs.org/signal-exit/-/signal-exit-4.1.0.tgz. Extracting by manifest.
100 silly tarball no local data for side-channel@https://registry.npmjs.org/side-channel/-/side-channel-1.0.6.tgz. Extracting by manifest.
101 silly tarball no local data for shebang-regex@https://registry.npmjs.org/shebang-regex/-/shebang-regex-3.0.0.tgz. Extracting by manifest.
102 silly tarball no local data for shebang-command@https://registry.npmjs.org/shebang-command/-/shebang-command-2.0.0.tgz. Extracting by manifest.
103 silly tarball no local data for setimmediate@https://registry.npmjs.org/setimmediate/-/setimmediate-1.0.5.tgz. Extracting by manifest.
104 silly tarball no local data for set-function-length@https://registry.npmjs.org/set-function-length/-/set-function-length-1.2.2.tgz. Extracting by manifest.
105 silly tarball no local data for serialize-javascript@https://registry.npmjs.org/serialize-javascript/-/serialize-javascript-5.0.1.tgz. Extracting by manifest.
106 silly tarball no local data for semver@https://registry.npmjs.org/semver/-/semver-7.6.0.tgz. Extracting by manifest.
107 silly tarball no local data for seedrandom@https://registry.npmjs.org/seedrandom/-/seedrandom-3.0.5.tgz. Extracting by manifest.
108 silly tarball no local data for sax@https://registry.npmjs.org/sax/-/sax-1.3.0.tgz. Extracting by manifest.
109 silly tarball no local data for safe-buffer@https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.2.1.tgz. Extracting by manifest.
110 silly tarball no local data for rss-parser@https://registry.npmjs.org/rss-parser/-/rss-parser-3.13.0.tgz. Extracting by manifest.
111 silly tarball no local data for regenerator-runtime@https://registry.npmjs.org/regenerator-runtime/-/regenerator-runtime-0.14.1.tgz. Extracting by manifest.
112 silly tarball no local data for randombytes@https://registry.npmjs.org/randombytes/-/randombytes-2.1.0.tgz. Extracting by manifest.
113 silly tarball no local data for random-puppy@https://registry.npmjs.org/random-puppy/-/random-puppy-1.1.0.tgz. Extracting by manifest.
114 silly tarball no local data for quick.db@https://registry.npmjs.org/quick.db/-/quick.db-9.1.7.tgz. Extracting by manifest.
115 silly tarball no local data for qs@https://registry.npmjs.org/qs/-/qs-6.12.0.tgz. Extracting by manifest.
116 silly tarball no local data for proxy-from-env@https://registry.npmjs.org/proxy-from-env/-/proxy-from-env-1.1.0.tgz. Extracting by manifest.
117 silly tarball no local data for prism-media@https://registry.npmjs.org/prism-media/-/prism-media-1.3.5.tgz. Extracting by manifest.
118 silly tarball no local data for prepend-http@https://registry.npmjs.org/prepend-http/-/prepend-http-1.0.4.tgz. Extracting by manifest.
119 silly tarball no local data for path-key@https://registry.npmjs.org/path-key/-/path-key-3.1.1.tgz. Extracting by manifest.
120 silly tarball no local data for parse5-htmlparser2-tree-adapter@https://registry.npmjs.org/parse5-htmlparser2-tree-adapter/-/parse5-htmlparser2-tree-adapter-7.0.0.tgz. Extracting by manifest.
121 silly tarball no local data for parse5@https://registry.npmjs.org/parse5/-/parse5-7.1.2.tgz. Extracting by manifest.
122 silly tarball no local data for once@https://registry.npmjs.org/once/-/once-1.4.0.tgz. Extracting by manifest.
123 silly tarball no local data for nth-check@https://registry.npmjs.org/nth-check/-/nth-check-2.1.1.tgz. Extracting by manifest.
124 silly tarball no local data for object-inspect@https://registry.npmjs.org/object-inspect/-/object-inspect-1.13.1.tgz. Extracting by manifest.
125 silly tarball no local data for novelcovid@https://registry.npmjs.org/novelcovid/-/novelcovid-3.0.2.tgz. Extracting by manifest.
126 silly tarball no local data for node-fetch@https://registry.npmjs.org/node-fetch/-/node-fetch-3.3.2.tgz. Extracting by manifest.
127 silly tarball no local data for node-domexception@https://registry.npmjs.org/node-domexception/-/node-domexception-1.0.0.tgz. Extracting by manifest.
128 silly tarball no local data for node_extra_ca_certs_mozilla_bundle@https://registry.npmjs.org/node_extra_ca_certs_mozilla_bundle/-/node_extra_ca_certs_mozilla_bundle-1.0.6.tgz. Extracting by manifest.
129 silly tarball no local data for next-tick@https://registry.npmjs.org/next-tick/-/next-tick-1.1.0.tgz. Extracting by manifest.
130 silly tarball no local data for nekos.life@https://registry.npmjs.org/nekos.life/-/nekos.life-3.0.0.tgz. Extracting by manifest.
131 silly tarball no local data for ms@https://registry.npmjs.org/ms/-/ms-2.1.3.tgz. Extracting by manifest.
132 silly tarball no local data for moment@https://registry.npmjs.org/moment/-/moment-2.30.1.tgz. Extracting by manifest.
133 silly tarball no local data for miniget@https://registry.npmjs.org/miniget/-/miniget-4.2.3.tgz. Extracting by manifest.
134 silly tarball no local data for mime-types@https://registry.npmjs.org/mime-types/-/mime-types-2.1.35.tgz. Extracting by manifest.
135 silly tarball no local data for mime-db@https://registry.npmjs.org/mime-db/-/mime-db-1.52.0.tgz. Extracting by manifest.
136 silly tarball no local data for mime@https://registry.npmjs.org/mime/-/mime-2.6.0.tgz. Extracting by manifest.
137 silly tarball no local data for methods@https://registry.npmjs.org/methods/-/methods-1.1.2.tgz. Extracting by manifest.
138 silly tarball no local data for memoizee@https://registry.npmjs.org/memoizee/-/memoizee-0.4.15.tgz. Extracting by manifest.
139 silly tarball no local data for mathjs@https://registry.npmjs.org/mathjs/-/mathjs-12.4.1.tgz. Extracting by manifest.
140 silly tarball no local data for m3u8stream@https://registry.npmjs.org/m3u8stream/-/m3u8stream-0.8.6.tgz. Extracting by manifest.
141 silly tarball no local data for lru-queue@https://registry.npmjs.org/lru-queue/-/lru-queue-0.1.0.tgz. Extracting by manifest.
142 silly tarball no local data for lru-cache@https://registry.npmjs.org/lru-cache/-/lru-cache-6.0.0.tgz. Extracting by manifest.
143 silly tarball no local data for lowercase-keys@https://registry.npmjs.org/lowercase-keys/-/lowercase-keys-1.0.1.tgz. Extracting by manifest.
144 silly tarball no local data for lodash@https://registry.npmjs.org/lodash/-/lodash-4.17.21.tgz. Extracting by manifest.
145 silly tarball no local data for javascript-natural-sort@https://registry.npmjs.org/javascript-natural-sort/-/javascript-natural-sort-0.7.1.tgz. Extracting by manifest.
146 silly tarball no local data for isexe@https://registry.npmjs.org/isexe/-/isexe-2.0.0.tgz. Extracting by manifest.
147 silly tarball no local data for is-utf8@https://registry.npmjs.org/is-utf8/-/is-utf8-0.2.1.tgz. Extracting by manifest.
148 silly tarball no local data for is-stream@https://registry.npmjs.org/is-stream/-/is-stream-1.1.0.tgz. Extracting by manifest.
149 silly tarball no local data for is-retry-allowed@https://registry.npmjs.org/is-retry-allowed/-/is-retry-allowed-1.2.0.tgz. Extracting by manifest.
150 silly tarball no local data for is-redirect@https://registry.npmjs.org/is-redirect/-/is-redirect-1.0.0.tgz. Extracting by manifest.
151 silly tarball no local data for is-promise@https://registry.npmjs.org/is-promise/-/is-promise-2.2.2.tgz. Extracting by manifest.
152 silly tarball no local data for imurmurhash@https://registry.npmjs.org/imurmurhash/-/imurmurhash-0.1.4.tgz. Extracting by manifest.
153 silly tarball no local data for https-proxy-agent@https://registry.npmjs.org/https-proxy-agent/-/https-proxy-agent-6.2.1.tgz. Extracting by manifest.
154 silly tarball no local data for htmlparser2@https://registry.npmjs.org/htmlparser2/-/htmlparser2-8.0.2.tgz. Extracting by manifest.
155 silly tarball no local data for himalaya@https://registry.npmjs.org/himalaya/-/himalaya-1.1.0.tgz. Extracting by manifest.
156 silly tarball no local data for hexoid@https://registry.npmjs.org/hexoid/-/hexoid-1.0.0.tgz. Extracting by manifest.
157 silly tarball no local data for hasown@https://registry.npmjs.org/hasown/-/hasown-2.0.2.tgz. Extracting by manifest.
158 silly tarball no local data for has-symbols@https://registry.npmjs.org/has-symbols/-/has-symbols-1.0.3.tgz. Extracting by manifest.
159 silly tarball no local data for has-proto@https://registry.npmjs.org/has-proto/-/has-proto-1.0.3.tgz. Extracting by manifest.
160 silly tarball no local data for has-property-descriptors@https://registry.npmjs.org/has-property-descriptors/-/has-property-descriptors-1.0.2.tgz. Extracting by manifest.
161 silly tarball no local data for got@https://registry.npmjs.org/got/-/got-6.7.1.tgz. Extracting by manifest.
